"year","make","model","mpg"
2012,"KAWASAKI","KRT750 TERYX4 4X4",52
2012,"KAWASAKI","KRT750 TERYX4 4X4 EPS",null
2012,"KAWASAKI","KRT750 TERYX4 4X4 EPS LE",null
2012,"KAWASAKI","KRT750 TERYX4 4X4 EPS LE CAMO",30
2012,"KAWASAKI","KVF300 BRUTE FORCE",null
2012,"KAWASAKI","KVF360 PRAIRIE 4X4",85
2012,"KAWASAKI","KVF650 BRUTE FORCE 4X4",null
2012,"KAWASAKI","KVF650 BRUTE FORCE 4X4I",77
2012,"KAWASAKI","KVF750 BRUTE FORCE 4X4I",null
2012,"KAWASAKI","KVF750 BRUTE FORCE 4X4I EPS",90
2012,"KAWASAKI","KX100",60
2012,"KAWASAKI","KX250F",null
2012,"KAWASAKI","KX450F",136
2012,"KAWASAKI","KX65",115
2012,"KAWASAKI","KX85",null
2012,"KAWASAKI","VN1700 VULCAN 1700 NOMAD",null
2012,"KAWASAKI","VN1700 VULCAN 1700 VAQUERO",111
2012,"KAWASAKI","VN1700 VULCAN 1700 VOYAGER",null
2012,"KAWASAKI","VN1700 VULCAN 1700 VOYAGER ABS",null
2012,"KAWASAKI","VN900B VULCAN 900 CLASSIC",15
2012,"KAWASAKI","VN900C VULCAN 900 CUSTOM",null
2012,"KAWASAKI","VN900D VULCAN 900 CLASSIC LT",null
2012,"KAWASAKI","Z1000",null
2012,"KAWASAKI","ZG1400 CONCOURS ABS",91
2012,"KAWASAKI","ZX1000 NINJA 1000",null
2012,"KAWASAKI","ZX1000 NINJA 1000 ABS",null
2012,"KAWASAKI","ZX1000 NINJA ZX-10R",99
2012,"KAWASAKI","ZX1000 NINJA ZX-10R ABS",null
2012,"KAWASAKI","ZX1400 NINJA ZX-14R",66
2012,"KAWASAKI","ZX600 NINJA ZX-6R",null
2012,"KENWORTH","C500",null
2012,"KENWORTH","T170",59
2012,"KENWORTH","T270",58
2012,"KENWORTH","T370",null
2012,"KENWORTH","T400",null
2012,"KENWORTH","T660",28
2012,"KENWORTH","T700",57
2012,"KENWORTH","T800",65
2012,"KENWORTH","W900",96
2012,"KIA","FORTE",58
2012,"KIA","FORTE KOUP",null
2012,"KIA","FORTE5",145
2012,"KIA","OPTIMA",null
2012,"KIA","RIO",null
2012,"KIA","RIO5",114
2012,"KIA","RONDO",20
2012,"KIA","SEDONA",null
2012,"KIA","SORENTO",null
2012,"KIA","SOUL",38
2012,"KIA","SPORTAGE",null
2012,"KTM","1190 RC8 R",35
2012,"KTM","1190 RC8 R RACE",null
2012,"KTM","250 XC",null
2012,"KTM","250 XC-W",12
2012,"KTM","250 XCF-W",30
2012,"KTM","300 XC",2
2012,"KTM","300 XC-W",130
2012,"KTM","450 SX-F",null
2012,"KTM","450 SX-F FACTORY EDITION",null
2012,"KTM","450 XC-W",null
2012,"KTM","690 ENDURO R",null
2012,"KTM","990 ADVENTURE",122
2012,"KTM","990 ADVENTURE R",149
2012,"KUBOTA","RTV1140CPX",null
2012,"KUBOTA","RTV400CI",7
2012,"KUBOTA","RTV500 4X4",null
2012,"KUBOTA","RTV900XT",null
2012,"KYMCO","AGILITY 50",80
2012,"KYMCO","DOWNTOWN 300I",135
2012,"KYMCO","MAXXER 375 4X4",115
2012,"KYMCO","MAXXER 450I 4X4",null
2012,"KYMCO","MONGOOSE 300",99
2012,"KYMCO","MONGOOSE 90 R",46
2012,"KYMCO","MXU150",142
2012,"KYMCO","MXU300",22
2012,"KYMCO","MXU375 4X4 IRS",82
2012,"KYMCO","MXU450I 4X4 IRS",null
2012,"KYMCO","MXU450I 4X4 IRS LE",null
2012,"KYMCO","MXU500 4X4 IRS",145
2012,"KYMCO","MXU500I 4X4 IRS",42
2012,"KYMCO","MXU500I 4X4 IRS LE",19
2012,"KYMCO","PEOPLE 150",120
2012,"KYMCO","PEOPLE 50",null
2012,"KYMCO","SENTO 50",84
2012,"KYMCO","SUPER 8 50 2T",null
2012,"KYMCO","UXV 500 4X4",null
2012,"KYMCO","UXV 500I 4X4",null
2012,"KYMCO","UXV 500I LE",105
2012,"KYMCO","UXV 500I SE",93
2012,"KYMCO","XCITING 500RI",9
2012,"KYMCO","XCITING 500RI ABS",26
2012,"LAMBORGHINI","AVENTADOR",null
2012,"LAMBORGHINI","GALLARDO",null
2012,"LAND ROVER","DEFENDER",62
2012,"LAND ROVER","LR2",68
2012,"LAND ROVER","LR4",108
2012,"LAND ROVER","RANGE ROVER",35
2012,"LAND ROVER","RANGE ROVER EVOQUE",null
2012,"LAND ROVER","RANGE ROVER SPORT",null
2012,"LEXUS","CT200H",null
2012,"LEXUS","ES350",null
2012,"LEXUS","GX460",null
2012,"LEXUS","HS250H",null
2012,"LEXUS","IS F",143
2012,"LEXUS","IS250",119
2012,"LEXUS","IS350",76
2012,"LEXUS","LFA",75
2012,"LEXUS","LS460",149
2012,"LEXUS","LS600H",null
2012,"LEXUS","RX350",124
2012,"LEXUS","RX450H",86
2012,"LINCOLN","MARK LT",null
2012,"LINCOLN","MKS",0
2012,"LINCOLN","MKT",144
2012,"LINCOLN","MKX",null
2012,"LINCOLN","MKZ",104
2012,"LINCOLN","NAVIGATOR",null
2012,"LOTUS","EVORA",47
2012,"MACK","CHU",null
2012,"MACK","CXU",128
2012,"MACK","GU4",null
2012,"MACK","GU5",null
2012,"MACK","GU7",null
2012,"MACK","GU8",110
2012,"MACK","LEU",42
2012,"MACK","MRU",86
2012,"MACK","TD700",null
2012,"MASERATI","GRANTURISMO",114
2012,"MASERATI","QUATTROPORTE",null
2012,"MAYBACH",57,null
2012,"MAYBACH",62,null
2012,"MAZDA",2,null
2012,"MAZDA",3,null
2012,"MAZDA","3 SPORT",null
2012,"MAZDA",5,85
2012,"MAZDA",6,17
2012,"MAZDA","CX-7",80
2012,"MAZDA","CX-9",null
2012,"MAZDA","MX-5",null
2012,"MAZDA","MX-5 MIATA",52
2012,"MCLAREN","MP4-12C",null
2012,"MERCEDES-BENZ","B180",null
2012,"MERCEDES-BENZ","C180",147
2012,"MERCEDES-BENZ","C200",48
2012,"MERCEDES-BENZ","C250",46
2012,"MERCEDES-BENZ","C300",6
2012,"MERCEDES-BENZ","C350",139
2012,"MERCEDES-BENZ","C63 AMG",null
2012,"MERCEDES-BENZ","CL500",15
2012,"MERCEDES-BENZ","CL550",null
2012,"MERCEDES-BENZ","CL600",40
2012,"MERCEDES-BENZ","CL63 AMG",36
2012,"MERCEDES-BENZ","CL65 AMG",87
2012,"MERCEDES-BENZ","CLS350",null
2012,"MERCEDES-BENZ","CLS500",null
2012,"MERCEDES-BENZ","CLS550",144
2012,"MERCEDES-BENZ","CLS63 AMG",null
2012,"MERCEDES-BENZ","E200",null
2012,"MERCEDES-BENZ","E250",null
2012,"MERCEDES-BENZ","E300",null
2012,"MERCEDES-BENZ","E350",52
2012,"MERCEDES-BENZ","E550",149
2012,"MERCEDES-BENZ","E63 AMG",null
2012,"MERCEDES-BENZ","G550",126
2012,"MERCEDES-BENZ","GL350",null
2012,"MERCEDES-BENZ","GL450",null
2012,"MERCEDES-BENZ","GL500",null
2012,"MERCEDES-BENZ","GL550",null
2012,"MERCEDES-BENZ","GLK300",35
2012,"MERCEDES-BENZ","GLK350",90
2012,"MERCEDES-BENZ","ML350",40
2012,"MERCEDES-BENZ","ML550",20
2012,"MERCEDES-BENZ","ML63 AMG",143
2012,"MERCEDES-BENZ","R350",111
2012,"MERCEDES-BENZ","S350",null
2012,"MERCEDES-BENZ","S400",null
2012,"MERCEDES-BENZ","S550",115
2012,"MERCEDES-BENZ","S600",123
2012,"MERCEDES-BENZ","S63 AMG",29
2012,"MERCEDES-BENZ","S65 AMG",15
2012,"MERCEDES-BENZ","SL550",null
2012,"MERCEDES-BENZ","SL63 AMG",null
2012,"MERCEDES-BENZ","SLK200",null
2012,"MERCEDES-BENZ","SLK250",null
2012,"MERCEDES-BENZ","SLK350",39
2012,"MERCEDES-BENZ","SLK55 AMG",14
2012,"MERCEDES-BENZ","SLS AMG",null
2012,"MERCEDES-BENZ","SPRINTER",78
2012,"MERCEDES-BENZ","SPRINTER 2500",null
2012,"MERCEDES-BENZ","SPRINTER 3500",null
2012,"MERCEDES-BENZ","VITO",null
2012,"MINI","COOPER",null
2012,"MINI","COOPER COUNTRYMAN",null
2012,"MINI","COUNTRYMAN",149
2012,"MITSUBISHI","ECLIPSE",null
2012,"MITSUBISHI","GALANT",null
2012,"MITSUBISHI","I-MIEV",99
2012,"MITSUBISHI","L200",88
2012,"MITSUBISHI","LANCER",86
2012,"MITSUBISHI","MONTERO",null
2012,"MITSUBISHI","OUTLANDER",96
2012,"MITSUBISHI","OUTLANDER SPORT",null
2012,"MITSUBISHI","RVR",null
2012,"MITSUBISHI FUSO","CANTER FE125",null
2012,"MITSUBISHI FUSO","CANTER FE160",null
2012,"MITSUBISHI FUSO","CANTER FE180",null
2012,"MITSUBISHI FUSO","CANTER FG4X4",29
2012,"MOTO GUZZI","CALIFORNIA 90",null
2012,"MOTO GUZZI","GRISO 8V SE",3
2012,"MOTO GUZZI","NORGE GT8V",100
2012,"MOTO GUZZI","V7 CLASSIC",47
2012,"MOTO GUZZI","V7 RACER",null
2012,"MV AGUSTA","F3 675",null
2012,"MV AGUSTA","F3 SERIE ORO",null
2012,"MV AGUSTA","F4",20
2012,"MV AGUSTA","F4RR CORSACORTA",null
2012,"NISSAN","370Z",null
2012,"NISSAN","ALTIMA",26
2012,"NISSAN","ARMADA",71
2012,"NISSAN","CUBE",null
2012,"NISSAN","FRONTIER",9
2012,"NISSAN","GT-R",null
2012,"NISSAN","JUKE",null
2012,"NISSAN","LEAF",87
2012,"NISSAN","MARCH",49
2012,"NISSAN","MAXIMA",42
2012,"NISSAN","MURANO",136
2012,"NISSAN","NV1500",null
2012,"NISSAN","NV2500",null
2012,"NISSAN","NV3500",null
2012,"NISSAN","PATHFINDER",null
2012,"NISSAN","QUEST",93
2012,"NISSAN","ROGUE",null
2012,"NISSAN","SENTRA",null
2012,"NISSAN","TIIDA",69
2012,"NISSAN","TITAN",53
2012,"NISSAN","TSURU",null
2012,"NISSAN","URVAN",23
2012,"NISSAN","VERSA",101
2012,"NISSAN","X-TRAIL",140
2012,"NISSAN","XTERRA",null
2012,"PETERBILT",210,null
2012,"PETERBILT",320,30
2012,"PETERBILT",325,120
2012,"PETERBILT",330,null
2012,"PETERBILT",337,null
2012,"PETERBILT",348,null
2012,"PETERBILT",365,null
2012,"PETERBILT",367,null
2012,"PETERBILT",384,null
2012,"PETERBILT",386,null
2012,"PETERBILT",388,0
2012,"PETERBILT",389,59
2012,"PETERBILT",587,null
2012,"PEUGEOT",207,null
2012,"PEUGEOT",3008,null
2012,"PEUGEOT",308,null
2012,"PEUGEOT",508,30
2012,"PEUGEOT","PARTNER",null
2012,"PEUGEOT","RCZ",112
2012,"PIAGGIO","FLY 150",null
2012,"PIAGGIO","FLY 50",null
2012,"PIAGGIO","MP3 250",15
2012,"PIAGGIO","MP3 400",null
2012,"PIAGGIO","MP3 500",null
2012,"POLARIS","550 IQ LXT",70
2012,"POLARIS","550 IQ SHIFT",129
2012,"POLARIS","550 SHIFT 136",104
2012,"POLARIS","600 IQ LXT",null
2012,"POLARIS","600 IQ RACER",null
2012,"POLARIS","600 IQ SHIFT",8
2012,"POLARIS","600 IQ WIDETRACK",111
2012,"POLARIS","600 PRO-RMK 155",null
2012,"POLARIS","600 RMK 144",9
2012,"POLARIS","600 RMK 155",null
2012,"POLARIS","600 RUSH",12
2012,"POLARIS","600 RUSH PRO-R",null
2012,"POLARIS","600 SWITCHBACK",null
2012,"POLARIS","600 SWITCHBACK ADVENTURE",18
2012,"POLARIS","600 SWITCHBACK PRO-R",null
2012,"POLARIS","800 PRO-RMK 155",null
2012,"POLARIS","800 PRO-RMK 163",117
2012,"POLARIS","800 RMK 155",79
2012,"POLARIS","800 RMK ASSAULT 155",69
2012,"POLARIS","800 RUSH",50
2012,"POLARIS","800 RUSH PRO-R",51
2012,"POLARIS","800 RUSH PRO-R LE",null
2012,"POLARIS","800 SWITCHBACK",57
2012,"POLARIS","800 SWITCHBACK ASSAULT 144",null
2012,"POLARIS","800 SWITCHBACK PRO-R",null
2012,"POLARIS","FS IQ WIDETRACK",59
2012,"POLARIS","OUTLAW 50",null
2012,"POLARIS","OUTLAW 90",null
2012,"POLARIS","PHOENIX 200",124
2012,"POLARIS","RANGER 4X4 400",null
2012,"POLARIS","RANGER 500 CREW",null
2012,"POLARIS","RANGER 500 CREW TURBO SILVER LE",32
2012,"POLARIS","RANGER 500 EFI",38
2012,"POLARIS","RANGER 500 EFI LE",57
2012,"POLARIS","RANGER 6X6 800",null
2012,"POLARIS","RANGER 800 CREW",null
2012,"POLARIS","RANGER 800 CREW EPS",null
2012,"POLARIS","RANGER 800 CREW EPS LE",119
2012,"POLARIS","RANGER 800 HD EPS",null
2012,"POLARIS","RANGER 800 XP",null
2012,"POLARIS","RANGER 800 XP EPS",94
2012,"POLARIS","RANGER 800 XP EPS LE",2
2012,"POLARIS","RANGER 800 XP LE",29
2012,"POLARIS","RANGER CREW DIESEL",46
2012,"POLARIS","RANGER DIESEL",128
2012,"POLARIS","RANGER RZR 170",null
2012,"POLARIS","RANGER RZR 4 800",134
2012,"POLARIS","RANGER RZR 4 800 EPS ROBBY GORDON L",null
2012,"POLARIS","RANGER RZR 4 800 GORDON EDITION",7
2012,"POLARIS","RANGER RZR 570",110
2012,"POLARIS","RANGER RZR 800",147
2012,"POLARIS","RANGER RZR 800 EPS LE",29
2012,"POLARIS","RANGER RZR 800 LE",107
2012,"POLARIS","RANGER RZR 800 S",40
2012,"POLARIS","RANGER RZR 800 S LE",null
2012,"POLARIS","RANGER RZR XP 4 900",115
2012,"POLARIS","RANGER RZR XP 4 900 EPS LE",null
2012,"POLARIS","RANGER RZR XP 900",null
2012,"POLARIS","RANGER RZR XP 900 LE",null
2012,"POLARIS","SCRAMBLER 500 4X4",null
2012,"POLARIS","SPORTSMAN 400 HO",null
2012,"POLARIS","SPORTSMAN 500 HO",null
2012,"POLARIS","SPORTSMAN 500 HO POLARIS PURSUITE L",null
2012,"POLARIS","SPORTSMAN 500 HO TOURING",null
2012,"POLARIS","SPORTSMAN 550",86
2012,"POLARIS","SPORTSMAN 550 EPS",null
2012,"POLARIS","SPORTSMAN 550 EPS BROWNING LE",29
2012,"POLARIS","SPORTSMAN 550 EPS ORANGE MADNESS LE",null
2012,"POLARIS","SPORTSMAN 550 TOURING EPS",null
2012,"POLARIS","SPORTSMAN 550 X2",102
2012,"POLARIS","SPORTSMAN 800 6X6 BIG BOSS",null
2012,"POLARIS","SPORTSMAN 800 EFI",null
2012,"POLARIS","SPORTSMAN 850 HO TOURING EPS",45
2012,"POLARIS","SPORTSMAN 850 HO TOURING EPS BRONZE",118
2012,"POLARIS","SPORTSMAN 850 HO XP",106
2012,"POLARIS","SPORTSMAN 850 HO XP EPS",null
2012,"POLARIS","SPORTSMAN 850 HO XP EPS BROWNING LE",null
2012,"POLARIS","SPORTSMAN 850 HO XP EPS ORANGE MADN",39
2012,"POLARIS","SPORTSMAN 90",75
2012,"POLARIS","SPORTSMAN FOREST 500",109
2012,"POLARIS","SPORTSMAN FOREST 550",null
2012,"POLARIS","SPORTSMAN FOREST 800",4
2012,"POLARIS","SPORTSMAN FOREST 800 6X6",56
2012,"POLARIS","SPORTSMAN FOREST 850",63
2012,"POLARIS","SPORTSMAN FOREST TRACTOR 500",50
2012,"POLARIS","TRAIL BLAZER 330",null
2012,"POLARIS","TRAIL BOSS 330",null
2012,"POLARIS","TURBO IQ",3
2012,"POLARIS","TURBO IQ LX",78
2012,"POLARIS","TURBO IQ LXT",null
2012,"PORSCHE",911,3
2012,"PORSCHE","BOXSTER",null
2012,"PORSCHE","CAYENNE",60
2012,"PORSCHE","CAYMAN",67
2012,"PORSCHE","PANAMERA",93
2012,"RAM",1500,null
2012,"RAM",2500,148
2012,"RAM",3500,57
2012,"RAM",4500,null
2012,"RAM",5500,null
2012,"RAM","C/V",null
2012,"RAM","DAKOTA",111
2012,"RAM","RAM",null
2012,"RAM","RAM PICKUP",null
2012,"RENAULT","FLUENCE",null
2012,"RENAULT","KANGOO EXPRESS",null
2012,"RENAULT","KOLEOS",88
2012,"RENAULT","STEPWAY",112
2012,"ROLLS ROYCE","GHOST",107
2012,"ROLLS ROYCE","PHANTOM",null
2012,"SCION","IQ",10
2012,"SCION","TC",null
2012,"SCION","XB",75
2012,"SCION","XD",55
2012,"SEA-DOO","210 WAKE (1.5L)",13
2012,"SEA-DOO","210 WAKE SUPERCHARGED (1.5L)",23
2012,"SEA-DOO","230 WAKE",6
2012,"SEA-DOO","GTI 130",117
2012,"SEA-DOO","GTI LIMITED 155",66
2012,"SEA-DOO","GTI SE 130",146
2012,"SEA-DOO","GTI SE 155",null
2012,"SEA-DOO","GTR 215",null
2012,"SEA-DOO","GTS 130",null
2012,"SEA-DOO","GTX 155",42
2012,"SEA-DOO","GTX 215",43
2012,"SEA-DOO","GTX LIMITED IS 260",null
2012,"SEA-DOO","GTX S 155",null
2012,"SEA-DOO","RXP X 260",null
2012,"SEA-DOO","RXT 260",null
2012,"SEA-DOO","RXT IS 260",null
2012,"SEA-DOO","RXT X 260",42
2012,"SEA-DOO","RXT X AS 260",null
2012,"SEA-DOO","WAKE 155",45
2012,"SEA-DOO","WAKE PRO 215",null
2012,"SEAT","ALTEA",123
2012,"SEAT","ALTEA XL",null
2012,"SEAT","IBIZA",132
2012,"SEAT","LEON",125
2012,"SKI-DOO","EXPEDITION 550F SPORT",138
2012,"SKI-DOO","EXPEDITION LE 4-TEC 1200",41
2012,"SKI-DOO","EXPEDITION LE E-TEC 600 HO",null
2012,"SKI-DOO","EXPEDITION SE 4-TEC 1200",98
2012,"SKI-DOO","EXPEDITION SE E-TEC 600 HO",null
2012,"SKI-DOO","EXPEDITION SPORT 600 ACE",null
2012,"SKI-DOO","FREERIDE E-TEC 800R 137",148
2012,"SKI-DOO","FREERIDE E-TEC 800R 146",117
2012,"SKI-DOO","FREERIDE E-TEC 800R 154",null
2012,"SKI-DOO","GRAND TOURING 1200 SE 4-TEC",95
2012,"SKI-DOO","GRAND TOURING 550F SPORT",14
2012,"SKI-DOO","GRAND TOURING LE 4-TEC 1200",null
2012,"SKI-DOO","GRAND TOURING LE E-TEC 600 HO",null
2012,"SKI-DOO","GRAND TOURING SPORT 600 ACE",null
2012,"SKI-DOO","GRAND TOURING SPORT 600 CARB",null
2012,"SKI-DOO","GSX LE 4-TEC 1200",120
2012,"SKI-DOO","GSX LE E-TEC 600 HO",null
2012,"SKI-DOO","GSX SE 4-TEC 1200",null
2012,"SKI-DOO","GSX SE E-TEC 600 HO",null
2012,"SKI-DOO","GSX SE E-TEC 800R",54
2012,"SKI-DOO","MX Z 550F TNT",null
2012,"SKI-DOO","MX Z SPORT 550F",null
2012,"SKI-DOO","MX Z SPORT 600 ACE",null
2012,"SKI-DOO","MX Z SPORT 600 CARB",24
2012,"SKI-DOO","MX Z TNT 4-TEC 1200",53
2012,"SKI-DOO","MX Z TNT 600 ACE",null
2012,"SKI-DOO","MX Z TNT 600 CARB",null
2012,"SKI-DOO","MX Z TNT E-TEC 600 HO",4
2012,"SKI-DOO","MX Z TNT E-TEC 800R",null
2012,"SKI-DOO","MX Z X 4-TEC 1200",119
2012,"SKI-DOO","MX Z X E-TEC 600 HO",124
2012,"SKI-DOO","MX Z X E-TEC 800R",null
2012,"SKI-DOO","MX Z X-RS E-TEC 600 HO",null
2012,"SKI-DOO","MX Z X-RS E-TEC 800R",49
2012,"SKI-DOO","RENEGADE 550F SPORT",null
2012,"SKI-DOO","RENEGADE ADRENALINE 4-TEC 1200",null
2012,"SKI-DOO","RENEGADE ADRENALINE E-TEC 600 HO",null
2012,"SKI-DOO","RENEGADE ADRENALINE E-TEC 800R",2
2012,"SKI-DOO","RENEGADE BACKCOUNTRY E-TEC 600 HO",113
2012,"SKI-DOO","RENEGADE BACKCOUNTRY E-TEC 800R",77
2012,"SKI-DOO","RENEGADE BACKCOUNTRY X E-TEC 600 HO",null
2012,"SKI-DOO","RENEGADE BACKCOUNTRY X E-TEC 800R",59
2012,"SKI-DOO","RENEGADE SPORT 600 ACE",null
2012,"SKI-DOO","RENEGADE X 4-TEC 1200",null
2012,"SKI-DOO","RENEGADE X E-TEC 600 HO",null
2012,"SKI-DOO","RENEGADE X E-TEC 800R",54
2012,"SKI-DOO","SKANDIC 550F WT",null
2012,"SKI-DOO","SKANDIC SWT ACE 600",null
2012,"SKI-DOO","SKANDIC SWT E-TEC 600 HO",80
2012,"SKI-DOO","SKANDIC WT 600 ACE",null
2012,"SKI-DOO","SKANDIC WT E-TEC 600 HO",47
2012,"SKI-DOO","SUMMIT SP E-TEC 600 HO 146",32
2012,"SKI-DOO","SUMMIT SP E-TEC 600 HO 154",127
2012,"SKI-DOO","SUMMIT SP E-TEC 800R 146",null
2012,"SKI-DOO","SUMMIT SP E-TEC 800R 154",12
2012,"SKI-DOO","SUMMIT SP E-TEC 800R 163",null
2012,"SKI-DOO","SUMMIT SPORT 600 CARB",null
2012,"SKI-DOO","SUMMIT SPORT POWER TEK 800R",85
2012,"SKI-DOO","SUMMIT X E-TEC 800R 146",null
2012,"SKI-DOO","SUMMIT X E-TEC 800R 154",null
2012,"SKI-DOO","SUMMIT X E-TEC 800R 163",137
2012,"SKI-DOO","TUNDRA 550F",null
2012,"SKI-DOO","TUNDRA EXTREME E-TEC 600 HO",11
2012,"SKI-DOO","TUNDRA LT 550F",null
2012,"SKI-DOO","TUNDRA LT ACE 600",null
2012,"SKI-DOO","TUNDRA SPORT 550F",null
2012,"SKI-DOO","TUNDRA SPORT ACE 600",126
2012,"SMART","FORTWO",95
2012,"SUBARU","FORESTER",null
2012,"SUBARU","IMPREZA",46
2012,"SUBARU","LEGACY",null
2012,"SUBARU","OUTBACK",36
2012,"SUBARU","TRIBECA",28
2012,"SUBARU","WRX",null
2012,"SUZUKI","AN400 BURGMAN ABS",142
2012,"SUZUKI","AN650A BURGMAN EXECUTIVE",null
2012,"SUZUKI","C50T BOULEVARD",null
2012,"SUZUKI","C50T BOULEVARD CLASSIC",90
2012,"SUZUKI","DL1000 V-STROM",37
2012,"SUZUKI","DL1000 V-STROM ADVENTURE",29
2012,"SUZUKI","DL650A V-STROM ABS",null
2012,"SUZUKI","DL650A V-STROM ABS ADVENTURE",75
2012,"SUZUKI","DR-Z125",121
2012,"SUZUKI","DR-Z125L",69
2012,"SUZUKI","DR-Z400S",87
2012,"SUZUKI","DR650SE",100
2012,"SUZUKI","EQUATOR",112
2012,"SUZUKI","GRAND VITARA",82
2012,"SUZUKI","GSX-R1000",30
2012,"SUZUKI","GSX-R600",null
2012,"SUZUKI","GSX-R750",92
2012,"SUZUKI","GSX1300R HAYABUSA",130
2012,"SUZUKI","GSX1300R HAYABUSA LIMITED EDITION",null
2012,"SUZUKI","KIZASHI",null
2012,"SUZUKI","LT-A400F KINGQUAD ASI",null
2012,"SUZUKI","LT-A500 KINGQUAD AXI",null
2012,"SUZUKI","LT-A500 KINGQUAD AXI POWER STEERING",118
2012,"SUZUKI","LT-A750 KINGQUAD AXI POWER STEERING",7
2012,"SUZUKI","LT-A750X KINGQUAD AXI 4X4",null
2012,"SUZUKI","LT-F250 OZARK",105
2012,"SUZUKI","LT-F400F KINGQUAD FSI",null
2012,"SUZUKI","LT-Z400 QUADSPORT Z",null
2012,"SUZUKI","LT-Z400 QUADSPORT Z LE",22
2012,"SUZUKI","M109R BOULEVARD",13
2012,"SUZUKI","RMZ250",64
2012,"SUZUKI","RMZ450",8
2012,"SUZUKI","S40 BOULEVARD",25
2012,"SUZUKI","SX4",null
2012,"SUZUKI","SX4 CROSSOVER",null
2012,"SUZUKI","TU250X",null
2012,"TESLA","S",0
2012,"TOYOTA","4RUNNER",null
2012,"TOYOTA","AVALON",null
2012,"TOYOTA","AVANZA",0
2012,"TOYOTA","CAMRY",18
2012,"TOYOTA","COROLLA",69
2012,"TOYOTA","FJ CRUISER",null
2012,"TOYOTA","HIACE",null
2012,"TOYOTA","HIGHLANDER",14
2012,"TOYOTA","HILUX",109
2012,"TOYOTA","MATRIX",null
2012,"TOYOTA","PRIUS",null
2012,"TOYOTA","PRIUS C",null
2012,"TOYOTA","PRIUS V",24
2012,"TOYOTA","RAV4",66
2012,"TOYOTA","SEQUOIA",null
2012,"TOYOTA","SIENNA",null
2012,"TOYOTA","TACOMA",111
2012,"TOYOTA","TUNDRA",null
2012,"TOYOTA","VENZA",null
2012,"TOYOTA","YARIS",null
2012,"TRIUMPH","AMERICA",null
2012,"TRIUMPH","BONNEVILLE",67
2012,"TRIUMPH","BONNEVILLE SE",117
2012,"TRIUMPH","BONNEVILLE STEVE MCQUEEN SE",8
2012,"TRIUMPH","BONNEVILLE T100",null
2012,"TRIUMPH","BONNEVILLE T100 110TH ANNIVERSARY L",69
2012,"TRIUMPH","DAYTONA 675",null
2012,"TRIUMPH","DAYTONA 675 R",64
2012,"TRIUMPH","ROCKET III ROADSTER",130
2012,"TRIUMPH","ROCKET III TOURING",10
2012,"TRIUMPH","SCRAMBLER",106
2012,"TRIUMPH","SPEED TRIPLE",null
2012,"TRIUMPH","SPEED TRIPLE ABS",null
2012,"TRIUMPH","SPEED TRIPLE R ABS",null
2012,"TRIUMPH","SPEEDMASTER",41
2012,"TRIUMPH","STREET TRIPLE 675",79
2012,"TRIUMPH","STREET TRIPLE R",null
2012,"TRIUMPH","THRUXTON",135
2012,"TRIUMPH","THUNDERBIRD",0
2012,"TRIUMPH","THUNDERBIRD ABS",13
2012,"TRIUMPH","TIGER 1050 ABS SE",null
2012,"TRIUMPH","TIGER 800 ABS",null
2012,"TRIUMPH","TIGER 800 XC ABS",null
2012,"TRIUMPH","TIGER EXPLORER",null
2012,"UD",1800,120
2012,"UD",2000,119
2012,"UD","2300DH",null
2012,"UD","2300LP",71
2012,"UD",2600,null
2012,"UD",3300,27
2012,"VESPA","GTS 300",null
2012,"VESPA","GTS 300 SUPER",null
2012,"VESPA","GTV 300",96
2012,"VICTORY","ARLEN NESS VISION",104
2012,"VICTORY","CORY NESS CROSS COUNTRY",null
2012,"VICTORY","CROSS COUNTRY",55
2012,"VICTORY","CROSS COUNTRY TOUR",2
2012,"VICTORY","CROSS ROADS",37
2012,"VICTORY","CROSS ROADS CLASSIC LE",121
2012,"VICTORY","HAMMER 8-BALL",null
2012,"VICTORY","HAMMER S",null
2012,"VICTORY","HARD-BALL",null
2012,"VICTORY","HIGH-BALL",null
2012,"VICTORY","KINGPIN",70
2012,"VICTORY","VEGAS",null
2012,"VICTORY","VEGAS 8-BALL",122
2012,"VICTORY","VEGAS JACKPOT",1
2012,"VICTORY","VISION TOUR",null
2012,"VICTORY","ZACH NESS VEGAS",null
2012,"VOLKSWAGEN","AMAROK",27
2012,"VOLKSWAGEN","BEETLE",12
2012,"VOLKSWAGEN","CC",47
2012,"VOLKSWAGEN","CRAFTER",null
2012,"VOLKSWAGEN","CROSSFOX",null
2012,"VOLKSWAGEN","EOS",null
2012,"VOLKSWAGEN","GOL",null
2012,"VOLKSWAGEN","GOL SEDAN",null
2012,"VOLKSWAGEN","GOLF",127
2012,"VOLKSWAGEN","GOLF SPORTWAGEN",51
2012,"VOLKSWAGEN","GTI",94
2012,"VOLKSWAGEN","JETTA",123
2012,"VOLKSWAGEN","PASSAT",null
2012,"VOLKSWAGEN","PASSAT CC",124
2012,"VOLKSWAGEN","ROUTAN",148
2012,"VOLKSWAGEN","SAVEIRO",134
2012,"VOLKSWAGEN","THE BEETLE",108
2012,"VOLKSWAGEN","TIGUAN",null
2012,"VOLKSWAGEN","TOUAREG",11
2012,"VOLKSWAGEN","TRANSPORTER",null
